0,1,2,3,4,5
0.0,0.0,-0.0031756042929152128,0.0063512085858304255,-0.0031756042929152128,0.0
0.0,0.0,-0.0032076811039547606,0.006415362207909521,-0.0032076811039547606,0.0
0.0,0.0,-0.0032404125437910337,0.006480825087582067,-0.0032404125437910337,0.0
0.0,0.0,-0.003273818858675477,0.006547637717350954,-0.003273818858675477,0.0
0.0,0.0,-0.0033079211384533466,0.006615842276906693,-0.0033079211384533466,0.0
0.0,0.0,-0.0033427413609633818,0.0066854827219267636,-0.0033427413609633818,0.0
0.0,0.0,-0.003378302439271503,0.006756604878543006,-0.003378302439271503,0.0
0.0,0.0,-0.003414628271951842,0.006829256543903684,-0.003414628271951842,0.0
0.0,0.0,-0.0034517437966469704,0.006903487593293941,-0.0034517437966469704,0.0
0.0,0.0,-0.0034896750471595747,0.006979350094319149,-0.0034896750471595747,0.0
0.0,0.0,-0.0035284492143502367,0.007056898428700473,-0.0035284492143502367,0.0
0.0,0.0,-0.0035680947111406884,0.007136189422281377,-0.0035680947111406884,0.0
0.0,0.0,-0.0036086412419491054,0.007217282483898211,-0.0036086412419491054,0.0
0.0,0.0,-0.0036501198769140378,0.0073002397538280755,-0.0036501198769140378,0.0
0.0,0.0,-0.0036925631312967593,0.007385126262593519,-0.0036925631312967593,0.0
0.0,0.0,-0.0037360050504884855,0.007472010100976971,-0.0037360050504884855,0.0
0.0,0.0,-0.003780481301089539,0.007560962602179078,-0.003780481301089539,0.0
0.0,0.0,-0.0038260292685725456,0.007652058537145091,-0.0038260292685725456,0.0
0.0,0.0,-0.003872688162091723,0.007745376324183446,-0.003872688162091723,0.0
0.0,0.0,-0.003920499127055818,0.007840998254111636,-0.003920499127055818,0.0
0.0,0.0,-0.003969505366144016,0.007939010732288032,-0.003969505366144016,0.0
0.0,0.0,-0.004019752269512927,0.008039504539025855,-0.004019752269512927,0.0
0.0,0.0,-0.004071287555019503,0.008142575110039007,-0.004071287555019503,0.0
0.0,0.0,-0.004124161419370406,0.008248322838740812,-0.004124161419370406,0.0
0.0,0.0,-0.004178426701204227,0.008356853402408455,-0.004178426701204227,0.0
0.0,0.0,-0.004234139057220284,0.008468278114440567,-0.004234139057220284,0.0
0.0,0.0,-0.004291357152588125,0.00858271430517625,-0.004291357152588125,0.0
0.0,0.0,-0.004350142867007141,0.008700285734014282,-0.004350142867007141,0.0
0.0,0.0,-0.004410561517937795,0.00882112303587559,-0.004410561517937795,0.0
0.0,0.0,-0.004472682102697483,0.008945364205394966,-0.004472682102697483,0.0
0.0,0.0,-0.004536577561307447,0.009073155122614893,-0.004536577561307447,0.0
0.0,0.0,-0.004602325062195961,0.009204650124391922,-0.004602325062195961,0.0
0.0,0.0,-0.004670006313110607,0.009340012626221214,-0.004670006313110607,0.0
0.0,0.0,-0.004739707899873452,0.009479415799746904,-0.004739707899873452,0.0
0.0,0.0,-0.004811521655932141,0.009623043311864282,-0.004811521655932141,0.0
0.0,0.0,-0.0048855450660234044,0.009771090132046809,-0.0048855450660234044,0.0
0.0,0.0,-0.00496188170768002,0.00992376341536004,-0.00496188170768002,0.0
0.0,0.0,-0.0050406417347860525,0.010081283469572105,-0.0050406417347860525,0.0
0.0,0.0,-0.005121942407927763,0.010243884815855525,-0.005121942407927763,0.0
0.0,0.0,-0.0052059086769101846,0.010411817353820369,-0.0052059086769101846,0.0
0.0,0.0,-0.005292673821525355,0.01058534764305071,-0.005292673821525355,0.0
0.0,0.0,-0.005382380157483412,0.010764760314966823,-0.005382380157483412,0.0
0.0,0.0,-0.005475179815371056,0.010950359630742113,-0.005475179815371056,0.0
0.0,0.0,-0.005571235601605637,0.011142471203211273,-0.005571235601605637,0.0
0.0,0.0,-0.005670721951634309,0.011341443903268618,-0.005670721951634309,0.0
0.0,0.0,-0.005773825987118569,0.011547651974237138,-0.005773825987118569,0.0
0.0,0.0,-0.005880748690583727,0.011761497381167454,-0.005880748690583727,0.0
0.0,0.0,-0.005991706213047571,0.011983412426095142,-0.005991706213047571,0.0
0.0,0.0,-0.006106931332529255,0.01221386266505851,-0.006106931332529255,0.0
